GeneID	Function	Orthogroup
10672	LOC725783	Background	OG0008357
10673	LOC725784	Background	OG0008095
10674	LOC725786	Background	OG0008188
10675	LOC725788	Background	OG0007988
10676	LOC725789	Background	OG0008257
10677	LOC725791	Background	OG0008011
10678	LOC725792	Background	OG0006869
10679	LOC725793	Background	OG0002667
10680	LOC725795	Background	OG0003445
10681	LOC725796	Background	OG0007699
10682	LOC725797	Background	OG0006070
10683	LOC725798	Background	OG0002035
10684	LOC725799	Background	OG0006340
10685	LOC725800	Background	OG0006403
10686	LOC725801	Background	OG0007985
10687	LOC725803	Background	OG0000239
10688	LOC725804	Background	OG0000366
10689	LOC725807	Background	OG0005284
10690	LOC725811	Background	OG0008304
10691	LOC725812	Background	OG0000219
10692	LOC725813	Background	OG0005659
10693	LOC725814	Background	OG0002346
10694	LOC725816	Background	OG0000495
10695	LOC725817	Background	OG0003613
10696	LOC725818	Background	Unassigned
10697	LOC725819	Background	OG0005807
10698	LOC725821	Background	OG0010244
10699	LOC725822	Background	OG0007837
10700	LOC725823	Background	OG0009205
10701	LOC725824	Background	OG0005906
10702	LOC725826	Background	OG0002287
10703	LOC725828	Background	OG0004783
10704	LOC725829	Background	OG0002349
10705	LOC725830	Background	OG0008168
10706	LOC725831	Background	Unassigned
10707	LOC725832	Recognition	OG0008514
10708	LOC725834	Background	OG0002054
10709	LOC725835	Background	OG0007044
10710	LOC725837	Background	OG0004301
10711	LOC725838	Background	OG0000366
10712	LOC725840	Background	OG0001617
10713	LOC725841	Background	OG0001094
10714	LOC725842	Background	OG0000179
10715	LOC725844	Background	OG0000293
10716	LOC725848	Background	OG0001389
10717	LOC725850	Background	OG0005574
10718	LOC725854	Background	OG0004848
10719	LOC725855	Background	OG0008468
10720	LOC725856	Background	OG0003582
10721	LOC725859	Background	OG0009031
10722	LOC725860	Background	OG0002286
10723	LOC725861	Background	OG0000336
10724	LOC725864	Background	OG0002870
10725	LOC725866	Background	OG0007474
10726	LOC725867	Background	OG0002446
10727	LOC725870	Recognition	OG0000239
10728	LOC725871	Background	OG0006815
10729	LOC725876	Background	OG0004048
10730	LOC725877	Background	OG0008191
10731	LOC725878	Background	OG0007640
10732	LOC725879	Background	OG0007136
10733	LOC725880	Background	OG0004600
10734	LOC725881	Background	OG0008089
10735	LOC725882	Background	OG0004584
10736	LOC725883	Background	OG0007960
10737	LOC725884	Background	OG0001812
10738	LOC725885	Background	OG0003904
10739	LOC725886	Background	OG0009032
10740	LOC725887	Background	OG0008933
10741	LOC725889	Background	OG0002216
10742	LOC725890	Background	Unassigned
10743	LOC725891	Background	OG0005250
10744	LOC725892	Background	OG0009913
10745	LOC725893	Background	OG0006411
10746	LOC725894	Background	OG0002086
10747	LOC725895	Background	OG0006906
10748	LOC725896	Background	OG0008350
10749	LOC725897	Background	OG0006499
10750	LOC725898	Background	OG0007444
10751	LOC725899	Background	OG0000535
10752	LOC725900	Putative Immune	OG0002044
10753	LOC725901	Background	OG0008551
10754	LOC725903	Background	OG0007300
10755	LOC725904	Background	OG0004810
10756	LOC725905	Background	OG0005644
10757	LOC725908	Background	OG0001992
10758	LOC725909	Background	OG0007134
10759	LOC725910	Background	OG0000585
10760	LOC725914	Background	OG0010709
10761	LOC725915	Background	OG0001607
10762	LOC725918	Background	OG0005340
10763	LOC725920	Background	OG0002641
10764	LOC725922	Putative Immune	OG0008452
10765	LOC725923	Background	OG0007279
10766	LOC725924	Background	OG0005719
10767	LOC725925	Background	OG0007211
10768	LOC725926	Background	OG0005977
10769	LOC725928	Background	OG0005317
10770	LOC725930	Background	OG0001621
10771	LOC725931	Background	OG0000708
10772	LOC725934	Background	OG0001284
10773	LOC725935	Background	OG0004799
10774	LOC725936	Background	OG0000781
10775	LOC725938	Background	OG0004958
10776	LOC725941	Background	OG0008625
10777	LOC725942	Background	OG0008619
10778	LOC725943	Background	OG0006509
10779	LOC725945	Background	OG0006336
10780	LOC725946	Background	OG0008123
10781	LOC725947	Background	OG0005804
10782	LOC725948	Background	OG0004493
10783	LOC725949	Background	OG0003133
10784	LOC725950	Background	OG0004010
10785	LOC725951	Background	OG0008323
10786	LOC725952	Background	OG0005618
10787	LOC725954	Background	OG0003054
10788	LOC725957	Background	OG0002792
10789	LOC725958	Background	OG0009294
10790	LOC725959	Background	OG0003870
10791	LOC725960	Background	OG0009622
10792	LOC725961	Background	OG0008516
10793	LOC725962	Background	OG0009080
10794	LOC725963	Background	OG0008526
10795	LOC725964	Background	OG0006284
10796	LOC725965	Background	OG0005281
10797	LOC725966	Background	OG0003585
10798	LOC725967	Background	OG0002143
10799	LOC725969	Background	OG0009492
10800	LOC725970	Background	OG0003274
10801	LOC725973	Background	OG0007965
10802	LOC725974	Background	OG0002116
10803	LOC725976	Background	OG0002885
10804	LOC725977	Background	OG0008148
10805	LOC725978	Background	Unassigned
10806	LOC725980	Background	OG0003642
10807	LOC725981	Background	OG0002462
10808	LOC725982	Background	OG0006958
10809	LOC725983	Background	OG0009413
10810	LOC725984	Background	OG0008582
10811	LOC725987	Background	OG0008337
10812	LOC725988	Background	OG0009054
10813	LOC725991	Background	OG0007189
10814	LOC725992	Background	OG0006630
10815	LOC725993	Background	OG0004857
10816	LOC725997	Putative Immune	OG0000082
10817	LOC725999	Background	OG0000307
10818	LOC726000	Background	OG0005566
10819	LOC726001	Background	OG0000278
10820	LOC726002	Signalling	OG0003284
10821	LOC726007	Background	OG0006876
10822	LOC726009	Background	OG0002944
10823	LOC726013	Background	OG0002332
10824	LOC726014	Background	OG0005139
10825	LOC726015	Background	OG0006959
10826	LOC726016	Background	OG0004598
10827	LOC726017	Background	OG0002989
10828	LOC726018	Background	OG0004891
10829	LOC726019	Background	OG0000841
10830	LOC726020	Background	OG0005702
10831	LOC726021	Background	OG0004671
10832	LOC726024	Background	OG0006577
10833	LOC726025	Background	OG0008511
10834	LOC726027	Background	OG0009033
10835	LOC726028	Background	OG0002240
10836	LOC726029	Background	OG0003525
10837	LOC726030	Background	OG0005183
10838	LOC726031	Background	OG0007299
10839	LOC726032	Background	OG0005023
10840	LOC726033	Background	OG0003476
10841	LOC726034	Background	OG0003639
10842	LOC726039	Background	OG0001252
10843	LOC726040	Putative Immune	OG0000671
10844	LOC726041	Background	OG0003269
10845	LOC726042	Background	OG0002498
10846	LOC726043	Background	OG0006853
10847	LOC726044	Background	OG0006697
10848	LOC726045	Background	OG0006371
10849	LOC726047	Background	OG0000547
10850	LOC726050	Background	OG0003586
10851	LOC726051	Background	OG0005488
10852	LOC726053	Background	OG0005474
10853	LOC726054	Background	OG0001656
10854	LOC726056	Putative Immune	OG0003011
10855	LOC726058	Putative Immune	OG0003746
10856	LOC726060	Background	OG0001854
10857	LOC726061	Background	OG0007508
10858	LOC726062	Background	OG0006636
10859	LOC726063	Background	OG0000948
10860	LOC726065	Background	Unassigned
10861	LOC726066	Background	OG0000197
10862	LOC726067	Background	OG0006581
10863	LOC726068	Background	OG0001766
10864	LOC726069	Background	OG0006715
10865	LOC726071	Background	OG0001032
10866	LOC726072	Background	OG0008528
10867	LOC726073	Background	OG0007983
10868	LOC726074	Background	OG0004466
10869	LOC726076	Background	OG0004564
10870	LOC726077	Background	OG0005199
10871	LOC726080	Background	OG0006274
10872	LOC726081	Background	OG0000513
10873	LOC726085	Background	OG0002947
10874	LOC726086	Background	OG0008319
10875	LOC726088	Background	OG0006343
10876	LOC726092	Background	OG0004569
10877	LOC726093	Background	OG0007214
10878	LOC726094	Background	OG0003607
10879	LOC726095	Background	OG0006099
10880	LOC726096	Background	OG0007984
10881	LOC726097	Background	OG0000120
10882	LOC726099	Background	OG0002499
10883	LOC726100	Background	OG0007203
10884	LOC726101	Background	OG0009107
10885	LOC726102	Background	OG0007948
10886	LOC726103	Background	OG0004788
10887	LOC726106	Background	OG0007817
10888	LOC726107	Background	OG0005794
10889	LOC726108	Background	OG0004124
10890	LOC726110	Background	OG0001960
10891	LOC726113	Background	OG0006172
10892	LOC726115	Background	OG0005592
10893	LOC726118	Background	OG0007760
10894	LOC726119	Background	OG0001550
10895	LOC726120	Background	OG0007345
10896	LOC726121	Background	OG0001258
10897	LOC726124	Background	OG0002441
10898	LOC726125	Background	OG0009513
10899	LOC726126	Background	OG0008371
10900	LOC726128	Background	OG0003343
10901	LOC726129	Background	Unassigned
10902	LOC726130	Background	OG0002500
10903	LOC726131	Background	OG0001316
10904	LOC726132	Background	OG0002629
10905	LOC726133	Background	OG0002003
10906	LOC726134	Putative Immune	OG0000597
10907	LOC726137	Background	OG0000666
10908	LOC726139	Background	OG0008447
10909	LOC726145	Background	OG0005826
10910	LOC726147	Background	OG0007332
10911	LOC726148	Background	OG0003719
10912	LOC726149	Background	OG0002460
10913	LOC726150	Background	OG0004876
10914	LOC726151	Background	OG0003675
10915	LOC726153	Background	OG0003876
10916	LOC726155	Background	OG0003633
10917	LOC726156	Background	OG0006101
10918	LOC726158	Background	OG0005933
10919	LOC726159	Background	OG0006369
10920	LOC726160	Background	OG0002576
10921	LOC726162	Background	OG0006289
10922	LOC726163	Background	OG0000913
10923	LOC726164	Background	OG0001853
10924	LOC726165	Background	OG0006292
10925	LOC726167	Background	OG0001771
10926	LOC726171	Background	OG0000935
10927	LOC726172	Signalling	OG0000191
10928	LOC726174	Background	OG0003014
10929	LOC726175	Background	OG0008150
10930	LOC726176	Background	OG0002654
10931	LOC726178	Background	OG0004527
10932	LOC726179	Background	OG0004984
10933	LOC726180	Background	OG0004897
10934	LOC726184	Background	OG0005861
10935	LOC726185	Background	OG0007496
10936	LOC726187	Background	OG0007427
10937	LOC726188	Background	OG0001817
10938	LOC726189	Background	OG0003819
10939	LOC726190	Background	OG0002296
10940	LOC726193	Background	OG0002026
10941	LOC726196	Background	OG0008030
10942	LOC726197	Signalling	OG0004370
10943	LOC726199	Background	OG0004985
10944	LOC726200	Background	OG0002108
10945	LOC726201	Background	OG0002245
10946	LOC726204	Background	OG0005708
10947	LOC726205	Background	OG0002923
10948	LOC726206	Background	OG0003610
10949	LOC726210	Background	OG0002745
10950	LOC726212	Background	OG0006081
10951	LOC726213	Background	OG0003465
10952	LOC726215	Background	OG0004667
10953	LOC726216	Background	OG0006934
10954	LOC726218	Background	OG0008055
10955	LOC726219	Background	OG0008115
10956	LOC726220	Background	OG0003636
10957	LOC726221	Background	OG0007317
10958	LOC726222	Background	OG0006201
10959	LOC726223	Background	OG0002114
10960	LOC726225	Background	OG0004896
10961	LOC726227	Background	OG0001484
10962	LOC726228	Background	OG0006119
10963	LOC726229	Background	OG0003609
10964	LOC726230	Background	OG0006925
10965	LOC726231	Background	OG0001076
10966	LOC726232	Background	OG0008508
10967	LOC726235	Background	OG0001717
10968	LOC726236	Background	OG0002621
10969	LOC726237	Background	OG0001302
10970	LOC726238	Background	OG0002465
10971	LOC726239	Background	OG0002632
10972	LOC726240	Background	OG0001407
10973	LOC726241	Background	OG0001624
10974	LOC726243	Background	OG0005983
10975	LOC726244	Background	OG0005063
10976	LOC726247	Background	OG0004570
10977	LOC726248	Background	OG0002922
10978	LOC726250	Background	OG0003621
10979	LOC726251	Background	OG0001446
10980	LOC726252	Background	OG0004594
10981	LOC726253	Background	OG0002866
10982	LOC726254	Background	OG0004374
10983	LOC726255	Background	OG0004961
10984	LOC726259	Putative Immune	OG0000715
10985	LOC726260	Background	OG0000937
10986	LOC726262	Background	OG0004982
10987	LOC726264	Background	OG0004771
10988	LOC726265	Background	OG0005783
10989	LOC726268	Background	OG0005121
10990	LOC726269	Effector	OG0006423
10991	LOC726270	Background	OG0001732
10992	LOC726272	Background	OG0005372
10993	LOC726273	Background	OG0008107
10994	LOC726274	Background	OG0006773
10995	LOC726275	Background	OG0009366
10996	LOC726276	Background	OG0009282
10997	LOC726277	Background	OG0009527
10998	LOC726278	Background	OG0006108
10999	LOC726279	Background	OG0008509
11000	LOC726280	Background	OG0001582
11001	LOC726282	Background	OG0007459
11002	LOC726283	Background	OG0001112
11003	LOC726284	Background	OG0003376
11004	LOC726286	Signalling	OG0000141
11005	LOC726288	Background	OG0003261
11006	LOC726289	Signalling	OG0001340
11007	LOC726290	Background	OG0000159
11008	LOC726291	Background	OG0003399
11009	LOC726292	Background	Unassigned
11010	LOC726294	Background	OG0009343
11011	LOC726295	Background	OG0009078
11012	LOC726297	Putative Immune	OG0009620
11013	LOC726298	Background	OG0003071
11014	LOC726301	Background	OG0006102
11015	LOC726302	Background	OG0003092
11016	LOC726303	Background	OG0000168
11017	LOC726304	Background	OG0008178
11018	LOC726305	Background	OG0007166
11019	LOC726307	Background	OG0007627
11020	LOC726308	Background	OG0008313
11021	LOC726309	Recognition	OG0009097
11022	LOC726310	Background	OG0000438
11023	LOC726312	Background	OG0001733
11024	LOC726314	Background	OG0007780
11025	LOC726315	Putative Immune	OG0006418
11026	LOC726316	Background	OG0003318
11027	LOC726318	Putative Immune	OG0004468
11028	LOC726320	Signalling	OG0007012
11029	LOC726321	Background	OG0005038
11030	LOC726322	Background	OG0000313
11031	LOC726323	Putative Immune	OG0001685
11032	LOC726325	Background	OG0004381
11033	LOC726326	Background	OG0007832
11034	LOC726329	Background	OG0000178
11035	LOC726330	Background	OG0008552
11036	LOC726331	Background	OG0007506
11037	LOC726332	Background	OG0001582
11038	LOC726335	Background	OG0006484
11039	LOC726336	Background	OG0004397
11040	LOC726337	Background	OG0008798
11041	LOC726338	Background	OG0001757
11042	LOC726339	Background	OG0001404
11043	LOC726341	Background	OG0006419
11044	LOC726343	Background	OG0009083
11045	LOC726347	Background	OG0005828
11046	LOC726348	Background	OG0000173
11047	LOC726349	Background	OG0001984
11048	LOC726350	Background	OG0004050
11049	LOC726352	Background	OG0000178
11050	LOC726353	Background	OG0003989
11051	LOC726354	Background	OG0005604
11052	LOC726358	Background	OG0008406
11053	LOC726359	Background	OG0007360
11054	LOC726361	Background	OG0004746
11055	LOC726362	Background	OG0000091
11056	LOC726363	Background	OG0003961
11057	LOC726364	Background	OG0002486
11058	LOC726365	Background	OG0003812
11059	LOC726367	Background	OG0009034
11060	LOC726368	Background	OG0008753
11061	LOC726369	Background	OG0008750
11062	LOC726370	Background	Unassigned
11063	LOC726371	Background	OG0008235
11064	LOC726373	Background	OG0001011
11065	LOC726375	Background	OG0002731
11066	LOC726377	Background	OG0009567
11067	LOC726378	Background	OG0008304
11068	LOC726379	Background	OG0008145
11069	LOC726380	Background	OG0005106
11070	LOC726381	Background	OG0004256
11071	LOC726382	Background	OG0000510
11072	LOC726383	Background	OG0001978
11073	LOC726385	Background	OG0001231
11074	LOC726389	Background	OG0004808
11075	LOC726391	Background	OG0007500
11076	LOC726392	Background	OG0001485
11077	LOC726393	Putative Immune	OG0000331
11078	LOC726394	Background	OG0005531
11079	LOC726397	Background	OG0007727
11080	LOC726399	Background	OG0005031
11081	LOC726400	Background	OG0006729
11082	LOC726401	Background	OG0000540
11083	LOC726405	Background	OG0000759
11084	LOC726407	Background	OG0004887
11085	LOC726408	Background	OG0007519
11086	LOC726409	Background	OG0003490
11087	LOC726411	Background	OG0004215
11088	LOC726412	Background	OG0009067
11089	LOC726414	Putative Immune	OG0005770
11090	LOC726415	Background	OG0000961
11091	LOC726416	Background	OG0001718
11092	LOC726417	Background	OG0006794
11093	LOC726418	Putative Immune	OG0002476
11094	LOC726419	Background	OG0005285
11095	LOC726421	Background	OG0009055
11096	LOC726422	Background	OG0004216
11097	LOC726423	Background	OG0000488
11098	LOC726424	Background	OG0007254
11099	LOC726427	Background	OG0004979
11100	LOC726428	Background	OG0002768
11101	LOC726429	Background	OG0000702
11102	LOC726431	Background	OG0000241
11103	LOC726432	Background	OG0000123
11104	LOC726433	Background	OG0003628
11105	LOC726434	Background	OG0000742
11106	LOC726435	Background	OG0007252
11107	LOC726436	Background	OG0007326
11108	LOC726437	Background	OG0007350
11109	LOC726438	Background	OG0006822
11110	LOC726439	Background	OG0001800
11111	LOC726441	Putative Immune	OG0003702
11112	LOC726443	Background	OG0008100
11113	LOC726444	Background	OG0002788
11114	LOC726446	Background	OG0001052
11115	LOC726447	Background	OG0000047
11116	LOC726449	Background	OG0007314
11117	LOC726450	Background	OG0005852
