GeneID	Function	Orthogroup
LOC726252	Background	OG0004594
LOC726253	Background	OG0002866
LOC726254	Background	OG0004374
LOC726255	Background	OG0004961
LOC726259	Putative Immune	OG0000715
LOC726260	Background	OG0000937
LOC726262	Background	OG0004982
LOC726264	Background	OG0004771
LOC726265	Background	OG0005783
LOC726268	Background	OG0005121
LOC726269	Effector	OG0006423
LOC726270	Background	OG0001732
LOC726272	Background	OG0005372
LOC726273	Background	OG0008107
LOC726274	Background	OG0006773
LOC726275	Background	OG0009366
LOC726276	Background	OG0009282
LOC726277	Background	OG0009527
LOC726278	Background	OG0006108
LOC726279	Background	OG0008509
LOC726280	Background	OG0001582
LOC726282	Background	OG0007459
LOC726283	Background	OG0001112
LOC726284	Background	OG0003376
LOC726286	Signalling	OG0000141
LOC726288	Background	OG0003261
LOC726289	Signalling	OG0001340
LOC726290	Background	OG0000159
LOC726291	Background	OG0003399
LOC726292	Background	Unassigned
LOC726294	Background	OG0009343
LOC726295	Background	OG0009078
LOC726297	Putative Immune	OG0009620
LOC726298	Background	OG0003071
LOC726301	Background	OG0006102
LOC726302	Background	OG0003092
LOC726303	Background	OG0000168
LOC726304	Background	OG0008178
LOC726305	Background	OG0007166
LOC726307	Background	OG0007627
LOC726308	Background	OG0008313
LOC726309	Recognition	OG0009097
LOC726310	Background	OG0000438
LOC726312	Background	OG0001733
LOC726314	Background	OG0007780
LOC726315	Putative Immune	OG0006418
LOC726316	Background	OG0003318
LOC726318	Putative Immune	OG0004468
LOC726320	Signalling	OG0007012
LOC726321	Background	OG0005038
LOC726322	Background	OG0000313
LOC726323	Putative Immune	OG0001685
LOC726325	Background	OG0004381
LOC726326	Background	OG0007832
LOC726329	Background	OG0000178
LOC726330	Background	OG0008552
LOC726331	Background	OG0007506
LOC726332	Background	OG0001582
LOC726335	Background	OG0006484
LOC726336	Background	OG0004397
LOC726337	Background	OG0008798
LOC726338	Background	OG0001757
LOC726339	Background	OG0001404
LOC726341	Background	OG0006419
LOC726343	Background	OG0009083
LOC726347	Background	OG0005828
LOC726348	Background	OG0000173
LOC726349	Background	OG0001984
LOC726350	Background	OG0004050
LOC726352	Background	OG0000178
LOC726353	Background	OG0003989
LOC726354	Background	OG0005604
LOC726358	Background	OG0008406
LOC726359	Background	OG0007360
LOC726361	Background	OG0004746
LOC726362	Background	OG0000091
LOC726363	Background	OG0003961
LOC726364	Background	OG0002486
LOC726365	Background	OG0003812
LOC726367	Background	OG0009034
LOC726368	Background	OG0008753
LOC726369	Background	OG0008750
LOC726370	Background	Unassigned
LOC726371	Background	OG0008235
LOC726373	Background	OG0001011
LOC726375	Background	OG0002731
LOC726377	Background	OG0009567
LOC726378	Background	OG0008304
LOC726379	Background	OG0008145
LOC726380	Background	OG0005106
LOC726381	Background	OG0004256
LOC726382	Background	OG0000510
LOC726383	Background	OG0001978
LOC726385	Background	OG0001231
LOC726389	Background	OG0004808
LOC726391	Background	OG0007500
LOC726392	Background	OG0001485
LOC726393	Putative Immune	OG0000331
LOC726394	Background	OG0005531
LOC726397	Background	OG0007727
LOC726399	Background	OG0005031
LOC726400	Background	OG0006729
LOC726401	Background	OG0000540
LOC726405	Background	OG0000759
LOC726407	Background	OG0004887
LOC726408	Background	OG0007519
LOC726409	Background	OG0003490
LOC726411	Background	OG0004215
LOC726412	Background	OG0009067
LOC726414	Putative Immune	OG0005770
LOC726415	Background	OG0000961
LOC726416	Background	OG0001718
LOC726417	Background	OG0006794
LOC726418	Putative Immune	OG0002476
LOC726419	Background	OG0005285
LOC726421	Background	OG0009055
LOC726422	Background	OG0004216
LOC726423	Background	OG0000488
LOC726424	Background	OG0007254
LOC726427	Background	OG0004979
LOC726428	Background	OG0002768
LOC726429	Background	OG0000702
LOC726431	Background	OG0000241
LOC726432	Background	OG0000123
LOC726433	Background	OG0003628
LOC726434	Background	OG0000742
LOC726435	Background	OG0007252
LOC726436	Background	OG0007326
LOC726437	Background	OG0007350
LOC726438	Background	OG0006822
LOC726439	Background	OG0001800
LOC726441	Putative Immune	OG0003702
LOC726443	Background	OG0008100
LOC726444	Background	OG0002788
LOC726446	Background	OG0001052
LOC726447	Background	OG0000047
LOC726449	Background	OG0007314
LOC726450	Background	OG0005852
LOC726451	Background	OG0007719
LOC726453	Background	OG0005360
LOC726455	Background	OG0004259
LOC726456	Background	OG0002326
LOC726457	Background	OG0008388
LOC726458	Background	OG0008206
LOC726459	Background	OG0007828
LOC726460	Background	OG0007098
LOC726461	Background	OG0006578
LOC726463	Background	OG0005400
LOC726468	Background	OG0000066
LOC726469	Background	OG0000979
LOC726470	Background	OG0001473
LOC726471	Background	OG0003630
LOC726472	Background	OG0007226
LOC726474	Background	OG0006381
LOC726476	Background	OG0001348
LOC726478	Background	OG0003718
LOC726480	Background	OG0008553
LOC726481	Background	OG0009035
LOC726482	Background	OG0005390
LOC726483	Background	OG0005873
LOC726486	Background	OG0007972
LOC726487	Background	OG0000047
LOC726488	Background	OG0007617
LOC726492	Background	OG0004505
LOC726493	Background	OG0001552
LOC726494	Background	OG0004651
LOC726495	Background	OG0004741
LOC726496	Background	OG0002090
LOC726497	Signalling	OG0004417
LOC726498	Background	OG0001154
LOC726500	Signalling	OG0002335
LOC726501	Background	OG0006864
LOC726504	Background	OG0006938
LOC726505	Background	OG0007293
LOC726506	Background	OG0002373
LOC726508	Background	OG0004226
LOC726509	Background	OG0004670
LOC726510	Background	OG0008925
LOC726513	Background	OG0005948
LOC726514	Background	OG0004729
LOC726515	Background	OG0003294
LOC726521	Background	OG0008545
LOC726522	Background	OG0006237
LOC726524	Background	OG0004200
LOC726525	Background	OG0003569
LOC726527	Background	OG0004847
LOC726528	Background	OG0005899
LOC726529	Background	OG0000419
LOC726530	Background	OG0008804
LOC726532	Background	OG0000349
LOC726535	Background	OG0003206
LOC726537	Background	OG0003901
LOC726538	Background	OG0001408
LOC726540	Background	OG0001022
LOC726541	Background	OG0002974
LOC726542	Background	OG0000038
LOC726543	Putative Immune	OG0006747
LOC726544	Background	OG0006801
LOC726545	Background	OG0001547
LOC726546	Background	OG0008580
LOC726547	Background	OG0001847
LOC726548	Background	OG0004740
LOC726550	Background	OG0008554
LOC726551	Background	Unassigned
LOC726552	Background	OG0004331
LOC726554	Background	OG0000739
LOC726560	Background	OG0001547
LOC726562	Signalling	OG0004060
LOC726564	Background	OG0009591
LOC726566	Background	OG0005898
LOC726568	Background	OG0008935
LOC726569	Background	OG0004334
LOC726570	Background	OG0006191
LOC726571	Putative Immune	OG0000266
LOC726572	Background	OG0003025
LOC726578	Background	OG0001547
LOC726579	Background	OG0008209
LOC726580	Background	OG0004945
LOC726582	Background	OG0004517
LOC726583	Background	OG0008875
LOC726584	Background	OG0000419
LOC726585	Background	OG0008305
LOC726586	Background	OG0008763
LOC726587	Background	OG0004730
LOC726589	Background	OG0002557
LOC726590	Background	OG0008642
LOC726591	Background	OG0000989
LOC726592	Putative Immune	OG0008878
LOC726594	Background	OG0002181
LOC726595	Background	OG0006168
LOC726597	Background	OG0003571
LOC726598	Background	OG0007221
LOC726599	Background	OG0000670
LOC726600	Background	OG0004518
LOC726601	Putative Immune	OG0002497
LOC726602	Background	Unassigned
LOC726605	Background	OG0007749
LOC726608	Background	OG0007393
LOC726609	Background	OG0009050
LOC726611	Background	OG0002589
LOC726612	Background	OG0000583
LOC726613	Background	OG0007499
LOC726615	Background	OG0009063
LOC726616	Background	OG0007321
LOC726617	Background	OG0006309
LOC726619	Background	OG0003264
LOC726620	Background	OG0007762
LOC726625	Background	OG0000372
LOC726626	Background	Unassigned
LOC726629	Background	OG0001492
LOC726631	Background	OG0008187
LOC726633	Background	OG0005535
LOC726636	Background	OG0006025
LOC726637	Signalling	OG0001495
LOC726638	Background	OG0007388
LOC726639	Background	OG0007735
LOC726642	Background	OG0008326
LOC726643	Background	OG0004686
LOC726646	Background	OG0000144
LOC726647	Background	OG0000321
LOC726648	Background	OG0003615
LOC726649	Background	OG0007870
LOC726650	Background	OG0000434
LOC726651	Background	OG0002217
LOC726653	Background	OG0004488
LOC726654	Background	OG0000295
LOC726655	Background	OG0000280
LOC726656	Background	OG0006771
LOC726657	Background	OG0008425
LOC726658	Background	OG0000716
LOC726661	Putative Immune	OG0007821
LOC726662	Background	OG0008274
LOC726664	Background	OG0005836
LOC726666	Background	OG0006584
LOC726667	Background	OG0001600
LOC726668	Background	OG0001990
LOC726669	Background	OG0007492
LOC726670	Background	OG0000717
LOC726671	Background	OG0000432
LOC726672	Background	OG0000150
LOC726673	Background	OG0003881
LOC726677	Background	OG0003573
LOC726679	Background	OG0003342
LOC726681	Background	OG0002663
LOC726682	Background	OG0003512
LOC726683	Background	OG0005671
LOC726685	Background	OG0007752
LOC726688	Background	OG0000328
LOC726689	Background	OG0004638
LOC726690	Background	OG0000144
LOC726692	Background	OG0000038
LOC726694	Background	OG0002760
LOC726695	Background	OG0005613
LOC726696	Background	OG0003623
LOC726697	Background	Unassigned
LOC726698	Background	OG0000690
LOC726699	Background	OG0006627
LOC726703	Background	OG0009072
LOC726706	Background	OG0006576
LOC726708	Background	OG0006878
LOC726709	Background	OG0002075
LOC726711	Background	OG0003341
LOC726713	Background	OG0007526
LOC726718	Background	OG0000848
LOC726720	Background	Unassigned
LOC726721	Signalling	OG0006646
LOC726722	Background	OG0006782
LOC726723	Background	OG0007100
LOC726724	Background	OG0000122
LOC726725	Background	OG0004212
LOC726726	Background	OG0001397
LOC726727	Background	Unassigned
LOC726728	Background	OG0007338
LOC726729	Background	OG0003413
LOC726731	Background	OG0002025
LOC726733	Background	OG0004133
LOC726735	Background	OG0000944
LOC726736	Background	OG0006657
LOC726737	Putative Immune	OG0009346
LOC726740	Background	OG0009623
LOC726742	Background	OG0005834
LOC726743	Background	OG0006313
LOC726745	Background	OG0003282
LOC726746	Putative Immune	OG0001305
LOC726747	Background	OG0007291
LOC726750	Putative Immune	OG0008153
LOC726754	Background	OG0005412
LOC726755	Background	OG0008955
LOC726756	Background	Unassigned
LOC726757	Background	OG0007527
LOC726758	Background	OG0008098
LOC726759	Background	Unassigned
LOC726760	Signalling	OG0008021
LOC726761	Background	OG0002007
LOC726762	Background	OG0004442
LOC726765	Background	OG0003228
LOC726766	Effector	OG0001217
LOC726768	Background	OG0000041
LOC726770	Background	OG0007019
LOC726771	Background	OG0003701
LOC726776	Background	OG0002162
LOC726778	Background	OG0005415
LOC726779	Putative Immune	Unassigned
LOC726780	Background	OG0000315
LOC726781	Signalling	OG0008822
LOC726782	Background	OG0003238
LOC726783	Background	OG0008702
LOC726784	Background	OG0006446
LOC726786	Background	OG0008001
LOC726788	Background	OG0007709
LOC726789	Background	OG0003239
LOC726790	Background	OG0007216
LOC726791	Background	OG0005680
LOC726792	Background	OG0003303
LOC726793	Background	OG0008701
LOC726796	Background	OG0003286
LOC726798	Putative Immune	OG0000559
LOC726800	Background	OG0004885
LOC726801	Background	OG0003184
LOC726802	Background	OG0008007
LOC726803	Putative Immune	OG0002961
LOC726804	Background	OG0008557
LOC726806	Background	OG0007416
LOC726810	Background	OG0008279
LOC726811	Background	OG0007574
LOC726812	Background	OG0004548
LOC726814	Background	OG0001048
LOC726815	Background	OG0008928
LOC726816	Background	OG0003744
LOC726817	Background	Unassigned
LOC726818	Background	OG0003287
LOC726819	Background	OG0006714
LOC726822	Background	OG0003226
LOC726823	Background	OG0007693
LOC726824	Background	OG0005341
LOC726825	Background	OG0005057
LOC726826	Background	OG0005638
LOC726827	Background	OG0002681
LOC726828	Background	OG0003177
LOC726829	Background	OG0005072
LOC726832	Background	OG0002194
LOC726833	Background	OG0000527
LOC726834	Background	OG0004206
LOC726838	Background	OG0009347
LOC726839	Putative Immune	OG0001106
LOC726840	Background	OG0007286
LOC726841	Background	OG0005751
LOC726842	Background	OG0006624
LOC726850	Background	OG0003255
LOC726852	Background	OG0009122
LOC726853	Putative Immune	OG0008639
LOC726854	Background	OG0009060
LOC726855	Background	Unassigned
LOC726857	Background	OG0008014
LOC726859	Background	OG0008555
LOC726860	Background	OG0008722
LOC726861	Background	OG0004665
LOC726862	Background	OG0001021
LOC726863	Background	OG0009426
LOC726864	Background	OG0002531
LOC726866	Background	OG0006555
LOC726867	Background	OG0007021
LOC726869	Background	OG0004430
LOC726870	Background	OG0005436
LOC726871	Background	OG0004947
LOC726872	Background	OG0004920
LOC726874	Background	OG0005648
LOC726875	Background	OG0004664
LOC726879	Background	OG0000548
LOC726880	Background	OG0004257
LOC726883	Effector	OG0002872
LOC726886	Background	OG0009224
LOC726887	Background	OG0002076
LOC726888	Background	OG0002311
LOC726890	Background	OG0007882
LOC726894	Background	OG0004317
LOC726895	Background	OG0008333
LOC726896	Background	OG0007305
LOC726898	Background	OG0005059
LOC726899	Signalling	OG0000191
LOC726900	Background	OG0000435
LOC726902	Background	OG0001797
LOC726903	Background	OG0001913
LOC726904	Background	OG0001214
LOC726905	Background	OG0008163
LOC726906	Background	OG0001362
LOC726908	Background	OG0004949
LOC726912	Background	OG0009230
LOC726913	Background	OG0000654
LOC726914	Background	OG0004341
LOC726915	Background	OG0001845
LOC726916	Background	OG0002364
LOC726918	Background	OG0001599
LOC726920	Background	OG0009644
LOC726922	Background	OG0007081
LOC726923	Background	OG0006521
LOC726924	Background	OG0000514
LOC726925	Background	OG0005476
LOC726928	Background	OG0008499
LOC726929	Background	OG0004122
LOC726934	Background	OG0000569
LOC726935	Background	OG0004205
LOC726941	Background	OG0001183
LOC726944	Background	OG0006745
LOC726947	Signalling	OG0007054
LOC726948	Background	OG0000383
LOC726949	Background	OG0008301
LOC726950	Putative Immune	OG0003289
LOC726952	Background	OG0006268
LOC726953	Background	OG0004639
LOC726955	Background	OG0006524
LOC726956	Background	OG0002956
LOC726957	Background	OG0006731
LOC726958	Recognition	OG0006912
LOC726961	Background	OG0001386
LOC726962	Background	OG0008286
LOC726963	Background	OG0003782
LOC726964	Background	OG0008185
LOC726965	Putative Immune	OG0005914
LOC726966	Background	OG0000610
LOC726969	Background	OG0008555
LOC726972	Background	OG0005141
LOC726977	Background	OG0001773
LOC726978	Background	OG0009292
LOC726979	Background	OG0007056
LOC726980	Background	OG0000479
LOC726981	Putative Immune	OG0000346
LOC726983	Background	OG0007963
LOC726987	Background	OG0007408
LOC726989	Background	OG0007156
LOC726990	Background	OG0001282
LOC726991	Background	OG0004521
LOC726993	Background	OG0005370
LOC726995	Background	OG0003945
LOC726997	Background	OG0002837
LOC726999	Background	OG0001281
LOC727000	Background	OG0002289
LOC727001	Background	OG0001173
LOC727004	Background	OG0001405
LOC727007	Background	OG0004213
LOC727008	Background	OG0002840
LOC727009	Background	OG0005742
LOC727010	Background	OG0003247
LOC727012	Background	OG0008581
LOC727014	Background	OG0006677
LOC727015	Background	OG0008255
LOC727019	Background	OG0001901
LOC727021	Background	OG0003248
LOC727022	Background	OG0006675
LOC727023	Background	OG0001370
LOC727025	Background	OG0005346
LOC727026	Background	OG0009333
LOC727027	Background	OG0005506
LOC727028	Background	OG0003288
LOC727030	Background	OG0003028
LOC727031	Background	OG0005956
LOC727035	Background	OG0003349
LOC727037	Background	OG0000747
LOC727048	Background	OG0006919
LOC727049	Background	OG0002166
LOC727050	Background	OG0000454
LOC727052	Background	OG0009416
LOC727055	Background	OG0000615
LOC727071	Background	OG0005508
LOC727074	Background	OG0001146
LOC727078	Background	OG0006992
LOC727079	Background	OG0003713
LOC727081	Background	OG0007061
LOC727085	Putative Immune	OG0008594
LOC727087	Background	OG0000534
LOC727088	Background	OG0007363
LOC727091	Putative Immune	OG0002555
LOC727092	Background	OG0006481
LOC727101	Background	OG0006865
LOC727106	Background	OG0005740
LOC727108	Background	OG0003799
LOC727110	Putative Immune	OG0005025
LOC727113	Background	OG0000929
LOC727116	Background	OG0004002
LOC727118	Background	OG0001965
LOC727119	Background	Unassigned
LOC727121	Background	OG0007065
