Transcript	Gene	Protein	CcalID
Caust.v2_022293-RA	Caust.v2_022293	Caust.v2_022293-RA	XP_026667124
Caust.v2_022294-RA	Caust.v2_022294	Caust.v2_022294-RA	NA
Caust.v2_022295-RA	Caust.v2_022295	Caust.v2_022295-RA	NA
Caust.v2_022296-RA	Caust.v2_022296	Caust.v2_022296-RA	XP_017885052
Caust.v2_022297-RA	Caust.v2_022297	Caust.v2_022297-RA	XP_017893412
Caust.v2_022298-RA	Caust.v2_022298	Caust.v2_022298-RA	NA
Caust.v2_022299-RA	Caust.v2_022299	Caust.v2_022299-RA	XP_026670119
Caust.v2_022300-RA	Caust.v2_022300	Caust.v2_022300-RA	NA
Caust.v2_022301-RA	Caust.v2_022301	Caust.v2_022301-RA	NA
Caust.v2_022302-RA	Caust.v2_022302	Caust.v2_022302-RA	NA
Caust.v2_022303-RA	Caust.v2_022303	Caust.v2_022303-RA	NA
Caust.v2_022304-RA	Caust.v2_022304	Caust.v2_022304-RA	NA
Caust.v2_022305-RA	Caust.v2_022305	Caust.v2_022305-RA	XP_017891133
Caust.v2_022306-RA	Caust.v2_022306	Caust.v2_022306-RA	NA
Caust.v2_022307-RA	Caust.v2_022307	Caust.v2_022307-RA	NA
Caust.v2_022308-RA	Caust.v2_022308	Caust.v2_022308-RA	XP_026670542
Caust.v2_022309-RA	Caust.v2_022309	Caust.v2_022309-RA	NA
Caust.v2_022310-RA	Caust.v2_022310	Caust.v2_022310-RA	NA
Caust.v2_022311-RA	Caust.v2_022311	Caust.v2_022311-RA	NA
Caust.v2_022312-RA	Caust.v2_022312	Caust.v2_022312-RA	NA
Caust.v2_022313-RA	Caust.v2_022313	Caust.v2_022313-RA	NA
Caust.v2_022314-RA	Caust.v2_022314	Caust.v2_022314-RA	NA
Caust.v2_022315-RA	Caust.v2_022315	Caust.v2_022315-RA	NA
Caust.v2_022316-RA	Caust.v2_022316	Caust.v2_022316-RA	XP_017875356
Caust.v2_022317-RA	Caust.v2_022317	Caust.v2_022317-RA	NA
Caust.v2_022318-RA	Caust.v2_022318	Caust.v2_022318-RA	XP_017886639
Caust.v2_022319-RA	Caust.v2_022319	Caust.v2_022319-RA	XP_026667414
Caust.v2_022320-RA	Caust.v2_022320	Caust.v2_022320-RA	NA
Caust.v2_022321-RA	Caust.v2_022321	Caust.v2_022321-RA	NA
Caust.v2_022322-RA	Caust.v2_022322	Caust.v2_022322-RA	XP_026671281
Caust.v2_022323-RA	Caust.v2_022323	Caust.v2_022323-RA	NA
Caust.v2_022324-RA	Caust.v2_022324	Caust.v2_022324-RA	NA
Caust.v2_022325-RA	Caust.v2_022325	Caust.v2_022325-RA	XP_026675631
Caust.v2_022326-RA	Caust.v2_022326	Caust.v2_022326-RA	XP_026674774
Caust.v2_022327-RA	Caust.v2_022327	Caust.v2_022327-RA	XP_026669118
Caust.v2_022328-RA	Caust.v2_022328	Caust.v2_022328-RA	NA
Caust.v2_022329-RA	Caust.v2_022329	Caust.v2_022329-RA	NA
Caust.v2_022330-RA	Caust.v2_022330	Caust.v2_022330-RA	NA
Caust.v2_022331-RA	Caust.v2_022331	Caust.v2_022331-RA	NA
Caust.v2_022332-RA	Caust.v2_022332	Caust.v2_022332-RA	NA
Caust.v2_022333-RA	Caust.v2_022333	Caust.v2_022333-RA	XP_017886299
Caust.v2_022334-RA	Caust.v2_022334	Caust.v2_022334-RA	XP_026673643
Caust.v2_022335-RA	Caust.v2_022335	Caust.v2_022335-RA	NA
Caust.v2_022336-RA	Caust.v2_022336	Caust.v2_022336-RA	XP_017879638
Caust.v2_022337-RA	Caust.v2_022337	Caust.v2_022337-RA	NA
Caust.v2_022338-RA	Caust.v2_022338	Caust.v2_022338-RA	NA
Caust.v2_022339-RA	Caust.v2_022339	Caust.v2_022339-RA	XP_026667545
Caust.v2_022340-RA	Caust.v2_022340	Caust.v2_022340-RA	NA
Caust.v2_022341-RA	Caust.v2_022341	Caust.v2_022341-RA	NA
Caust.v2_022342-RA	Caust.v2_022342	Caust.v2_022342-RA	XP_017876343
Caust.v2_022343-RA	Caust.v2_022343	Caust.v2_022343-RA	XP_017879714
Caust.v2_022344-RA	Caust.v2_022344	Caust.v2_022344-RA	XP_026673599
Caust.v2_022345-RA	Caust.v2_022345	Caust.v2_022345-RA	XP_026669042
Caust.v2_022346-RA	Caust.v2_022346	Caust.v2_022346-RA	NA
Caust.v2_022347-RA	Caust.v2_022347	Caust.v2_022347-RA	XP_017879237
Caust.v2_022348-RA	Caust.v2_022348	Caust.v2_022348-RA	XP_017879318
Caust.v2_022349-RA	Caust.v2_022349	Caust.v2_022349-RA	NA
Caust.v2_022350-RA	Caust.v2_022350	Caust.v2_022350-RA	XP_017892603
Caust.v2_022351-RA	Caust.v2_022351	Caust.v2_022351-RA	XP_017884165
Caust.v2_022352-RA	Caust.v2_022352	Caust.v2_022352-RA	XP_017876712
Caust.v2_022353-RA	Caust.v2_022353	Caust.v2_022353-RA	NA
Caust.v2_022354-RA	Caust.v2_022354	Caust.v2_022354-RA	NA
Caust.v2_022355-RA	Caust.v2_022355	Caust.v2_022355-RA	NA
Caust.v2_022356-RA	Caust.v2_022356	Caust.v2_022356-RA	NA
Caust.v2_022357-RA	Caust.v2_022357	Caust.v2_022357-RA	XP_026673554
Caust.v2_022358-RA	Caust.v2_022358	Caust.v2_022358-RA	XP_026671534
Caust.v2_022359-RA	Caust.v2_022359	Caust.v2_022359-RA	XP_017885653
Caust.v2_022360-RA	Caust.v2_022360	Caust.v2_022360-RA	XP_017885649
Caust.v2_022361-RA	Caust.v2_022361	Caust.v2_022361-RA	NA
Caust.v2_022362-RA	Caust.v2_022362	Caust.v2_022362-RA	XP_017893593
Caust.v2_022363-RA	Caust.v2_022363	Caust.v2_022363-RA	NA
Caust.v2_022364-RA	Caust.v2_022364	Caust.v2_022364-RA	NA
Caust.v2_022365-RA	Caust.v2_022365	Caust.v2_022365-RA	NA
Caust.v2_022366-RA	Caust.v2_022366	Caust.v2_022366-RA	NA
Caust.v2_022367-RA	Caust.v2_022367	Caust.v2_022367-RA	XP_017893209
Caust.v2_022368-RA	Caust.v2_022368	Caust.v2_022368-RA	NA
Caust.v2_022369-RA	Caust.v2_022369	Caust.v2_022369-RA	NA
Caust.v2_022370-RA	Caust.v2_022370	Caust.v2_022370-RA	NA
Caust.v2_022371-RA	Caust.v2_022371	Caust.v2_022371-RA	XP_026673345
Caust.v2_022372-RA	Caust.v2_022372	Caust.v2_022372-RA	NA
Caust.v2_022373-RA	Caust.v2_022373	Caust.v2_022373-RA	NA
Caust.v2_022374-RA	Caust.v2_022374	Caust.v2_022374-RA	XP_026673602
Caust.v2_022375-RA	Caust.v2_022375	Caust.v2_022375-RA	XP_017875102
Caust.v2_022376-RA	Caust.v2_022376	Caust.v2_022376-RA	NA
Caust.v2_022377-RA	Caust.v2_022377	Caust.v2_022377-RA	XP_017889334
Caust.v2_022378-RA	Caust.v2_022378	Caust.v2_022378-RA	NA
Caust.v2_022379-RA	Caust.v2_022379	Caust.v2_022379-RA	XP_017878274
Caust.v2_022380-RA	Caust.v2_022380	Caust.v2_022380-RA	XP_017877704
Caust.v2_022381-RA	Caust.v2_022381	Caust.v2_022381-RA	XP_026669152
Caust.v2_022382-RA	Caust.v2_022382	Caust.v2_022382-RA	XP_026667506
Caust.v2_022383-RA	Caust.v2_022383	Caust.v2_022383-RA	NA
Caust.v2_022384-RA	Caust.v2_022384	Caust.v2_022384-RA	NA
Caust.v2_022385-RA	Caust.v2_022385	Caust.v2_022385-RA	XP_017892055
Caust.v2_022386-RA	Caust.v2_022386	Caust.v2_022386-RA	XP_026672777
Caust.v2_022387-RA	Caust.v2_022387	Caust.v2_022387-RA	NA
Caust.v2_022388-RA	Caust.v2_022388	Caust.v2_022388-RA	NA
Caust.v2_022389-RA	Caust.v2_022389	Caust.v2_022389-RA	NA
Caust.v2_022390-RA	Caust.v2_022390	Caust.v2_022390-RA	NA
Caust.v2_022391-RA	Caust.v2_022391	Caust.v2_022391-RA	XP_017880173
Caust.v2_022392-RA	Caust.v2_022392	Caust.v2_022392-RA	NA
Caust.v2_022393-RA	Caust.v2_022393	Caust.v2_022393-RA	NA
Caust.v2_022394-RA	Caust.v2_022394	Caust.v2_022394-RA	XP_017875030
Caust.v2_022395-RA	Caust.v2_022395	Caust.v2_022395-RA	XP_026671342
Caust.v2_022396-RA	Caust.v2_022396	Caust.v2_022396-RA	NA
Caust.v2_022397-RA	Caust.v2_022397	Caust.v2_022397-RA	XP_017884149
Caust.v2_022398-RA	Caust.v2_022398	Caust.v2_022398-RA	NA
Caust.v2_022399-RA	Caust.v2_022399	Caust.v2_022399-RA	XP_017880248
Caust.v2_022400-RA	Caust.v2_022400	Caust.v2_022400-RA	NA
Caust.v2_022401-RA	Caust.v2_022401	Caust.v2_022401-RA	XP_026670583
Caust.v2_022402-RA	Caust.v2_022402	Caust.v2_022402-RA	NA
Caust.v2_022403-RA	Caust.v2_022403	Caust.v2_022403-RA	XP_017878262
Caust.v2_022404-RA	Caust.v2_022404	Caust.v2_022404-RA	XP_017892603
Caust.v2_022405-RA	Caust.v2_022405	Caust.v2_022405-RA	NA
Caust.v2_022406-RA	Caust.v2_022406	Caust.v2_022406-RA	NA
Caust.v2_022407-RA	Caust.v2_022407	Caust.v2_022407-RA	NA
Caust.v2_022408-RA	Caust.v2_022408	Caust.v2_022408-RA	NA
Caust.v2_022409-RA	Caust.v2_022409	Caust.v2_022409-RA	XP_026671307
Caust.v2_022410-RA	Caust.v2_022410	Caust.v2_022410-RA	NA
Caust.v2_022411-RA	Caust.v2_022411	Caust.v2_022411-RA	NA
Caust.v2_022412-RA	Caust.v2_022412	Caust.v2_022412-RA	NA
Caust.v2_022413-RA	Caust.v2_022413	Caust.v2_022413-RA	NA
Caust.v2_022414-RA	Caust.v2_022414	Caust.v2_022414-RA	NA
Caust.v2_022415-RA	Caust.v2_022415	Caust.v2_022415-RA	NA
Caust.v2_022416-RA	Caust.v2_022416	Caust.v2_022416-RA	NA
Caust.v2_022417-RA	Caust.v2_022417	Caust.v2_022417-RA	XP_017891984
Caust.v2_022418-RA	Caust.v2_022418	Caust.v2_022418-RA	NA
Caust.v2_022419-RA	Caust.v2_022419	Caust.v2_022419-RA	NA
Caust.v2_022420-RA	Caust.v2_022420	Caust.v2_022420-RA	NA
Caust.v2_022421-RA	Caust.v2_022421	Caust.v2_022421-RA	NA
Caust.v2_022422-RA	Caust.v2_022422	Caust.v2_022422-RA	XP_017889131
Caust.v2_022423-RA	Caust.v2_022423	Caust.v2_022423-RA	NA
Caust.v2_022424-RA	Caust.v2_022424	Caust.v2_022424-RA	NA
Caust.v2_022425-RA	Caust.v2_022425	Caust.v2_022425-RA	NA
Caust.v2_022426-RA	Caust.v2_022426	Caust.v2_022426-RA	XP_026674728
Caust.v2_022427-RA	Caust.v2_022427	Caust.v2_022427-RA	XP_026669196
Caust.v2_022428-RA	Caust.v2_022428	Caust.v2_022428-RA	NA
Caust.v2_022429-RA	Caust.v2_022429	Caust.v2_022429-RA	XP_026668080
Caust.v2_022430-RA	Caust.v2_022430	Caust.v2_022430-RA	NA
Caust.v2_022431-RA	Caust.v2_022431	Caust.v2_022431-RA	NA
Caust.v2_022432-RA	Caust.v2_022432	Caust.v2_022432-RA	XP_026671352
Caust.v2_022433-RA	Caust.v2_022433	Caust.v2_022433-RA	XP_017875102
Caust.v2_022434-RA	Caust.v2_022434	Caust.v2_022434-RA	NA
Caust.v2_022435-RA	Caust.v2_022435	Caust.v2_022435-RA	XP_017880427
Caust.v2_022436-RA	Caust.v2_022436	Caust.v2_022436-RA	NA
Caust.v2_022437-RA	Caust.v2_022437	Caust.v2_022437-RA	XP_026673245
Caust.v2_022438-RA	Caust.v2_022438	Caust.v2_022438-RA	NA
Caust.v2_022439-RA	Caust.v2_022439	Caust.v2_022439-RA	XP_017890758
Caust.v2_022440-RA	Caust.v2_022440	Caust.v2_022440-RA	NA
Caust.v2_022441-RA	Caust.v2_022441	Caust.v2_022441-RA	XP_026670049
Caust.v2_022442-RA	Caust.v2_022442	Caust.v2_022442-RA	NA
Caust.v2_022443-RA	Caust.v2_022443	Caust.v2_022443-RA	XP_017892711
Caust.v2_022444-RA	Caust.v2_022444	Caust.v2_022444-RA	NA
Caust.v2_022445-RA	Caust.v2_022445	Caust.v2_022445-RA	XP_017888354
Caust.v2_022446-RA	Caust.v2_022446	Caust.v2_022446-RA	NA
Caust.v2_022447-RA	Caust.v2_022447	Caust.v2_022447-RA	NA
Caust.v2_022448-RA	Caust.v2_022448	Caust.v2_022448-RA	NA
Caust.v2_022449-RA	Caust.v2_022449	Caust.v2_022449-RA	XP_026666633
Caust.v2_022450-RA	Caust.v2_022450	Caust.v2_022450-RA	NA
Caust.v2_022451-RA	Caust.v2_022451	Caust.v2_022451-RA	XP_017884397
Caust.v2_022452-RA	Caust.v2_022452	Caust.v2_022452-RA	NA
Caust.v2_022453-RA	Caust.v2_022453	Caust.v2_022453-RA	NA
Caust.v2_022454-RA	Caust.v2_022454	Caust.v2_022454-RA	NA
Caust.v2_022455-RA	Caust.v2_022455	Caust.v2_022455-RA	NA
Caust.v2_022456-RA	Caust.v2_022456	Caust.v2_022456-RA	NA
Caust.v2_022457-RA	Caust.v2_022457	Caust.v2_022457-RA	NA
Caust.v2_022458-RA	Caust.v2_022458	Caust.v2_022458-RA	NA
Caust.v2_022459-RA	Caust.v2_022459	Caust.v2_022459-RA	NA
Caust.v2_022460-RA	Caust.v2_022460	Caust.v2_022460-RA	NA
Caust.v2_022461-RA	Caust.v2_022461	Caust.v2_022461-RA	NA
Caust.v2_022462-RA	Caust.v2_022462	Caust.v2_022462-RA	XP_026669345
Caust.v2_022463-RA	Caust.v2_022463	Caust.v2_022463-RA	NA
Caust.v2_022464-RA	Caust.v2_022464	Caust.v2_022464-RA	XP_017877874
Caust.v2_022465-RA	Caust.v2_022465	Caust.v2_022465-RA	NA
Caust.v2_022466-RA	Caust.v2_022466	Caust.v2_022466-RA	XP_026674384
Caust.v2_022467-RA	Caust.v2_022467	Caust.v2_022467-RA	NA
Caust.v2_022468-RA	Caust.v2_022468	Caust.v2_022468-RA	NA
Caust.v2_022469-RA	Caust.v2_022469	Caust.v2_022469-RA	XP_017886179
Caust.v2_022470-RA	Caust.v2_022470	Caust.v2_022470-RA	XP_026668997
Caust.v2_022471-RA	Caust.v2_022471	Caust.v2_022471-RA	NA
Caust.v2_022472-RA	Caust.v2_022472	Caust.v2_022472-RA	NA
Caust.v2_022473-RA	Caust.v2_022473	Caust.v2_022473-RA	NA
Caust.v2_022474-RA	Caust.v2_022474	Caust.v2_022474-RA	XP_017889112
Caust.v2_022475-RA	Caust.v2_022475	Caust.v2_022475-RA	XP_017882648
Caust.v2_022476-RA	Caust.v2_022476	Caust.v2_022476-RA	XP_017892806
Caust.v2_022477-RA	Caust.v2_022477	Caust.v2_022477-RA	NA
Caust.v2_022478-RA	Caust.v2_022478	Caust.v2_022478-RA	XP_017881005
Caust.v2_022479-RA	Caust.v2_022479	Caust.v2_022479-RA	XP_017879669
Caust.v2_022480-RA	Caust.v2_022480	Caust.v2_022480-RA	NA
Caust.v2_022481-RA	Caust.v2_022481	Caust.v2_022481-RA	XP_017889908
Caust.v2_022482-RA	Caust.v2_022482	Caust.v2_022482-RA	XP_017883535
Caust.v2_022483-RA	Caust.v2_022483	Caust.v2_022483-RA	NA
Caust.v2_022484-RA	Caust.v2_022484	Caust.v2_022484-RA	XP_017892028
Caust.v2_022485-RA	Caust.v2_022485	Caust.v2_022485-RA	XP_026671368
Caust.v2_022486-RA	Caust.v2_022486	Caust.v2_022486-RA	XP_017888981
Caust.v2_022487-RA	Caust.v2_022487	Caust.v2_022487-RA	XP_026666673
Caust.v2_022488-RA	Caust.v2_022488	Caust.v2_022488-RA	NA
Caust.v2_022489-RA	Caust.v2_022489	Caust.v2_022489-RA	NA
Caust.v2_022490-RA	Caust.v2_022490	Caust.v2_022490-RA	XP_017883493
Caust.v2_022491-RA	Caust.v2_022491	Caust.v2_022491-RA	XP_017886647
Caust.v2_022492-RA	Caust.v2_022492	Caust.v2_022492-RA	NA
Caust.v2_022493-RA	Caust.v2_022493	Caust.v2_022493-RA	XP_017889846
Caust.v2_022494-RA	Caust.v2_022494	Caust.v2_022494-RA	NA
Caust.v2_022495-RA	Caust.v2_022495	Caust.v2_022495-RA	NA
Caust.v2_022496-RA	Caust.v2_022496	Caust.v2_022496-RA	NA
Caust.v2_022497-RA	Caust.v2_022497	Caust.v2_022497-RA	XP_026669252
Caust.v2_022498-RA	Caust.v2_022498	Caust.v2_022498-RA	NA
Caust.v2_022499-RA	Caust.v2_022499	Caust.v2_022499-RA	NA
Caust.v2_022500-RA	Caust.v2_022500	Caust.v2_022500-RA	XP_017888671
Caust.v2_022501-RA	Caust.v2_022501	Caust.v2_022501-RA	XP_026669215
Caust.v2_022502-RA	Caust.v2_022502	Caust.v2_022502-RA	NA
Caust.v2_022503-RA	Caust.v2_022503	Caust.v2_022503-RA	NA
Caust.v2_022504-RA	Caust.v2_022504	Caust.v2_022504-RA	XP_026666932
Caust.v2_022505-RA	Caust.v2_022505	Caust.v2_022505-RA	NA
Caust.v2_022506-RA	Caust.v2_022506	Caust.v2_022506-RA	XP_017889252
Caust.v2_022507-RA	Caust.v2_022507	Caust.v2_022507-RA	XP_017879549
Caust.v2_022508-RA	Caust.v2_022508	Caust.v2_022508-RA	NA
Caust.v2_022509-RA	Caust.v2_022509	Caust.v2_022509-RA	XP_017885551
Caust.v2_022510-RA	Caust.v2_022510	Caust.v2_022510-RA	NA
Caust.v2_022511-RA	Caust.v2_022511	Caust.v2_022511-RA	NA
Caust.v2_022512-RA	Caust.v2_022512	Caust.v2_022512-RA	NA
Caust.v2_022513-RA	Caust.v2_022513	Caust.v2_022513-RA	NA
Caust.v2_022514-RA	Caust.v2_022514	Caust.v2_022514-RA	NA
Caust.v2_022515-RA	Caust.v2_022515	Caust.v2_022515-RA	XP_026673206
Caust.v2_022516-RA	Caust.v2_022516	Caust.v2_022516-RA	XP_017877235
Caust.v2_022517-RA	Caust.v2_022517	Caust.v2_022517-RA	NA
Caust.v2_022518-RA	Caust.v2_022518	Caust.v2_022518-RA	XP_026667891
Caust.v2_022519-RA	Caust.v2_022519	Caust.v2_022519-RA	NA
Caust.v2_022520-RA	Caust.v2_022520	Caust.v2_022520-RA	NA
Caust.v2_022521-RA	Caust.v2_022521	Caust.v2_022521-RA	XP_017875179
Caust.v2_022522-RA	Caust.v2_022522	Caust.v2_022522-RA	NA
Caust.v2_022523-RA	Caust.v2_022523	Caust.v2_022523-RA	NA
Caust.v2_022524-RA	Caust.v2_022524	Caust.v2_022524-RA	NA
Caust.v2_022525-RA	Caust.v2_022525	Caust.v2_022525-RA	NA
Caust.v2_022526-RA	Caust.v2_022526	Caust.v2_022526-RA	XP_017884482
Caust.v2_022527-RA	Caust.v2_022527	Caust.v2_022527-RA	NA
Caust.v2_022528-RA	Caust.v2_022528	Caust.v2_022528-RA	XP_017887161
Caust.v2_022529-RA	Caust.v2_022529	Caust.v2_022529-RA	XP_017890417
Caust.v2_022530-RA	Caust.v2_022530	Caust.v2_022530-RA	NA
Caust.v2_022531-RA	Caust.v2_022531	Caust.v2_022531-RA	NA
Caust.v2_022532-RA	Caust.v2_022532	Caust.v2_022532-RA	NA
Caust.v2_022533-RA	Caust.v2_022533	Caust.v2_022533-RA	XP_026674110
Caust.v2_022534-RA	Caust.v2_022534	Caust.v2_022534-RA	NA
Caust.v2_022535-RA	Caust.v2_022535	Caust.v2_022535-RA	NA
Caust.v2_022536-RA	Caust.v2_022536	Caust.v2_022536-RA	XP_017882797
Caust.v2_022537-RA	Caust.v2_022537	Caust.v2_022537-RA	XP_017877809
Caust.v2_022538-RA	Caust.v2_022538	Caust.v2_022538-RA	NA
Caust.v2_022539-RA	Caust.v2_022539	Caust.v2_022539-RA	XP_017884299
Caust.v2_022540-RA	Caust.v2_022540	Caust.v2_022540-RA	XP_017879611
Caust.v2_022541-RA	Caust.v2_022541	Caust.v2_022541-RA	XP_017884324
Caust.v2_022542-RA	Caust.v2_022542	Caust.v2_022542-RA	XP_017892407
Caust.v2_022543-RA	Caust.v2_022543	Caust.v2_022543-RA	NA
Caust.v2_022544-RA	Caust.v2_022544	Caust.v2_022544-RA	NA
Caust.v2_022545-RA	Caust.v2_022545	Caust.v2_022545-RA	XP_026674290
Caust.v2_022546-RA	Caust.v2_022546	Caust.v2_022546-RA	XP_026671863
Caust.v2_022547-RA	Caust.v2_022547	Caust.v2_022547-RA	NA
Caust.v2_022548-RA	Caust.v2_022548	Caust.v2_022548-RA	XP_017878014
Caust.v2_022549-RA	Caust.v2_022549	Caust.v2_022549-RA	XP_026667910
Caust.v2_022550-RA	Caust.v2_022550	Caust.v2_022550-RA	XP_017890771
Caust.v2_022551-RA	Caust.v2_022551	Caust.v2_022551-RA	NA
Caust.v2_022552-RA	Caust.v2_022552	Caust.v2_022552-RA	NA
Caust.v2_022553-RA	Caust.v2_022553	Caust.v2_022553-RA	NA
Caust.v2_022554-RA	Caust.v2_022554	Caust.v2_022554-RA	NA
Caust.v2_022555-RA	Caust.v2_022555	Caust.v2_022555-RA	NA
Caust.v2_022556-RA	Caust.v2_022556	Caust.v2_022556-RA	XP_017890518
Caust.v2_022557-RA	Caust.v2_022557	Caust.v2_022557-RA	XP_017892321
Caust.v2_022558-RA	Caust.v2_022558	Caust.v2_022558-RA	NA
Caust.v2_022559-RA	Caust.v2_022559	Caust.v2_022559-RA	XP_026673564
Caust.v2_022560-RA	Caust.v2_022560	Caust.v2_022560-RA	NA
Caust.v2_022561-RA	Caust.v2_022561	Caust.v2_022561-RA	NA
Caust.v2_022562-RA	Caust.v2_022562	Caust.v2_022562-RA	NA
Caust.v2_022563-RA	Caust.v2_022563	Caust.v2_022563-RA	NA
Caust.v2_022564-RA	Caust.v2_022564	Caust.v2_022564-RA	NA
Caust.v2_022565-RA	Caust.v2_022565	Caust.v2_022565-RA	XP_026667914
Caust.v2_022566-RA	Caust.v2_022566	Caust.v2_022566-RA	NA
Caust.v2_022567-RA	Caust.v2_022567	Caust.v2_022567-RA	NA
Caust.v2_022568-RA	Caust.v2_022568	Caust.v2_022568-RA	XP_026669119
Caust.v2_022569-RA	Caust.v2_022569	Caust.v2_022569-RA	XP_017875928
Caust.v2_022570-RA	Caust.v2_022570	Caust.v2_022570-RA	NA
Caust.v2_022571-RA	Caust.v2_022571	Caust.v2_022571-RA	NA
Caust.v2_022572-RA	Caust.v2_022572	Caust.v2_022572-RA	XP_017885935
Caust.v2_022573-RA	Caust.v2_022573	Caust.v2_022573-RA	NA
Caust.v2_022574-RA	Caust.v2_022574	Caust.v2_022574-RA	NA
Caust.v2_022575-RA	Caust.v2_022575	Caust.v2_022575-RA	XP_026674629
Caust.v2_022576-RA	Caust.v2_022576	Caust.v2_022576-RA	NA
Caust.v2_022577-RA	Caust.v2_022577	Caust.v2_022577-RA	XP_017880288
Caust.v2_022578-RA	Caust.v2_022578	Caust.v2_022578-RA	NA
Caust.v2_022579-RA	Caust.v2_022579	Caust.v2_022579-RA	XP_026666601
Caust.v2_022580-RA	Caust.v2_022580	Caust.v2_022580-RA	XP_026671635
Caust.v2_022581-RA	Caust.v2_022581	Caust.v2_022581-RA	XP_017890416
Caust.v2_022582-RA	Caust.v2_022582	Caust.v2_022582-RA	XP_026675176
Caust.v2_022583-RA	Caust.v2_022583	Caust.v2_022583-RA	XP_026670957
Caust.v2_022584-RA	Caust.v2_022584	Caust.v2_022584-RA	NA
Caust.v2_022585-RA	Caust.v2_022585	Caust.v2_022585-RA	XP_017879654
Caust.v2_022586-RA	Caust.v2_022586	Caust.v2_022586-RA	NA
Caust.v2_022587-RA	Caust.v2_022587	Caust.v2_022587-RA	XP_026671580
Caust.v2_022588-RA	Caust.v2_022588	Caust.v2_022588-RA	XP_017889339
Caust.v2_022589-RA	Caust.v2_022589	Caust.v2_022589-RA	NA
Caust.v2_022590-RA	Caust.v2_022590	Caust.v2_022590-RA	XP_017881005
Caust.v2_022591-RA	Caust.v2_022591	Caust.v2_022591-RA	NA
Caust.v2_022592-RA	Caust.v2_022592	Caust.v2_022592-RA	XP_017881154
Caust.v2_022593-RA	Caust.v2_022593	Caust.v2_022593-RA	XP_026669081
Caust.v2_022594-RA	Caust.v2_022594	Caust.v2_022594-RA	NA
Caust.v2_022595-RA	Caust.v2_022595	Caust.v2_022595-RA	XP_026674613
Caust.v2_022596-RA	Caust.v2_022596	Caust.v2_022596-RA	NA
Caust.v2_022597-RA	Caust.v2_022597	Caust.v2_022597-RA	XP_017890189
Caust.v2_022598-RA	Caust.v2_022598	Caust.v2_022598-RA	NA
Caust.v2_022599-RA	Caust.v2_022599	Caust.v2_022599-RA	NA
Caust.v2_022600-RA	Caust.v2_022600	Caust.v2_022600-RA	XP_026669204
Caust.v2_022601-RA	Caust.v2_022601	Caust.v2_022601-RA	XP_017885359
Caust.v2_022602-RA	Caust.v2_022602	Caust.v2_022602-RA	XP_017887680
Caust.v2_022603-RA	Caust.v2_022603	Caust.v2_022603-RA	NA
Caust.v2_022604-RA	Caust.v2_022604	Caust.v2_022604-RA	XP_026667033
Caust.v2_022605-RA	Caust.v2_022605	Caust.v2_022605-RA	XP_026671342
Caust.v2_022606-RA	Caust.v2_022606	Caust.v2_022606-RA	NA
Caust.v2_022607-RA	Caust.v2_022607	Caust.v2_022607-RA	NA
Caust.v2_022608-RA	Caust.v2_022608	Caust.v2_022608-RA	XP_017875447
Caust.v2_022609-RA	Caust.v2_022609	Caust.v2_022609-RA	XP_026672545
Caust.v2_022610-RA	Caust.v2_022610	Caust.v2_022610-RA	XP_026670264
Caust.v2_022611-RA	Caust.v2_022611	Caust.v2_022611-RA	NA
Caust.v2_022612-RA	Caust.v2_022612	Caust.v2_022612-RA	XP_026672257
Caust.v2_022613-RA	Caust.v2_022613	Caust.v2_022613-RA	XP_017890141
Caust.v2_022614-RA	Caust.v2_022614	Caust.v2_022614-RA	NA
Caust.v2_022615-RA	Caust.v2_022615	Caust.v2_022615-RA	NA
Caust.v2_022616-RA	Caust.v2_022616	Caust.v2_022616-RA	NA
Caust.v2_022617-RA	Caust.v2_022617	Caust.v2_022617-RA	NA
Caust.v2_022618-RA	Caust.v2_022618	Caust.v2_022618-RA	NA
Caust.v2_022619-RA	Caust.v2_022619	Caust.v2_022619-RA	XP_017890417
Caust.v2_022620-RA	Caust.v2_022620	Caust.v2_022620-RA	XP_026670603
Caust.v2_022621-RA	Caust.v2_022621	Caust.v2_022621-RA	XP_017887810
Caust.v2_022622-RA	Caust.v2_022622	Caust.v2_022622-RA	XP_017890928
Caust.v2_022623-RA	Caust.v2_022623	Caust.v2_022623-RA	XP_017883616
Caust.v2_022624-RA	Caust.v2_022624	Caust.v2_022624-RA	XP_017875752
Caust.v2_022625-RA	Caust.v2_022625	Caust.v2_022625-RA	XP_017882404
Caust.v2_022626-RA	Caust.v2_022626	Caust.v2_022626-RA	NA
Caust.v2_022627-RA	Caust.v2_022627	Caust.v2_022627-RA	XP_017888657
Caust.v2_022628-RA	Caust.v2_022628	Caust.v2_022628-RA	NA
Caust.v2_022629-RA	Caust.v2_022629	Caust.v2_022629-RA	NA
Caust.v2_022630-RA	Caust.v2_022630	Caust.v2_022630-RA	XP_026670663
Caust.v2_022631-RA	Caust.v2_022631	Caust.v2_022631-RA	NA
Caust.v2_022632-RA	Caust.v2_022632	Caust.v2_022632-RA	NA
Caust.v2_022633-RA	Caust.v2_022633	Caust.v2_022633-RA	XP_026672730
Caust.v2_022634-RA	Caust.v2_022634	Caust.v2_022634-RA	NA
