Orthogroup	Acep	Amel	Bter	Caus	Hlab	Pcan	Sinv	Vcra
OG0015208			XM_003399812.4		XM_017932094.1			
OG0015209			XM_003399822.4		XM_017932120.1			
OG0015210			XM_003399877.4		XM_017942863.1			
OG0015211			XM_003400320.4		XM_017943223.1			
OG0015212			XM_003400326.4		XM_017943282.1			
OG0015213			XM_003400387.4, XR_007226255.1					
OG0015214			XM_003400589.3, XR_002308373.2					
OG0015215			XM_003400898.4		XM_017943116.1			
OG0015216			XM_003400915.4		XM_017942224.1			
OG0015217			XM_003401001.4		XM_017936096.1			
OG0015218			XM_003401134.4		XM_017941178.1			
OG0015219			XM_003401171.2, XR_007226494.1					
OG0015220			XM_003401234.4	Caust.v2_002424-RA				
OG0015221			XM_003401318.4, XM_003401319.3					
OG0015222			XM_003401578.4		XM_017938157.1			
OG0015223			XM_003401669.4	Caust.v2_010752-RA				
OG0015224			XM_003401680.4		XM_017931920.1			
OG0015225			XM_003401733.4		XM_017942467.1			
OG0015226			XM_003401934.4, XR_007227250.1					
OG0015227			XM_003402065.4		XM_017939473.1			
OG0015228			XM_003402074.4, XR_007227351.1					
OG0015229			XM_003402418.4		XM_017936484.1			
OG0015230			XM_003402433.4		XM_017936473.1			
OG0015231			XM_003402543.4		XM_017938736.1			
OG0015232			XM_003402658.3		XM_017940265.1			
OG0015233			XM_003403102.3		XM_017944055.1			
OG0015234			XM_003403113.4		XM_017943977.1			
OG0015235			XM_003403236.4		XM_017938670.1			
OG0015236			XM_012308211.3, XR_001098684.2					
OG0015237			XM_012308417.3, XM_012308561.2					
OG0015238			XM_012308476.3		XM_017940594.1			
OG0015239			XM_012308482.3, XR_007224083.1					
OG0015240			XM_012308700.3, XR_007224221.1					
OG0015241			XM_012308935.3	Caust.v2_004363-RB				
OG0015242			XM_012309048.3		XM_017939522.1			
OG0015243			XM_012309200.3		XM_017942087.1			
OG0015244			XM_012309278.3		XM_017941930.1			
OG0015245			XM_012309486.3		XM_017933690.1			
OG0015246			XM_012309549.2		XM_017942070.1			
OG0015247			XM_012309709.3, XR_007224632.1					
OG0015248			XM_012309810.3, XM_048407136.1					
OG0015249			XM_012310183.3	Caust.v2_005109-RA				
OG0015250			XM_012310188.3, XM_020863724.2					
OG0015251			XM_012310519.3, XM_048407646.1					
OG0015252			XM_012310570.3		XM_017935506.1			
OG0015253			XM_012310725.3		XM_017932292.1			
OG0015254			XM_012310799.3		XM_017936143.1			
OG0015255			XM_012311157.3		XM_017943418.1			
OG0015256			XM_012311359.3		XM_017941407.1			
OG0015257			XM_012312224.3		XM_017940011.1			
OG0015258			XM_012312241.3, XM_012312242.3					
OG0015259			XM_012312439.3		XM_017934201.1			
OG0015260			XM_012312531.3		XM_017938469.1			
OG0015261			XM_012313258.3, XM_020865511.2					
OG0015262			XM_012313351.3		XM_017942522.1			
OG0015263			XM_012313764.3		XM_017940043.1			
OG0015264			XM_012314133.3	Caust.v2_008412-RH				
OG0015265			XM_012314153.3		XM_017942412.1			
OG0015266			XM_012314208.3		XM_017937830.1			
OG0015267			XM_012314277.3		XM_017933738.1			
OG0015268			XM_012314435.3		XM_017942920.1			
OG0015269			XM_012314647.3	Caust.v2_004543-RB				
OG0015270			XM_012314727.1		XM_017942852.1			
OG0015271			XM_012315278.3				XM_011166461.3	
OG0015272			XM_012315725.3	Caust.v2_007928-RA				
OG0015273			XM_012316169.3		XM_017943312.1			
OG0015274			XM_012316380.3		XM_017942194.1			
OG0015275			XM_012316618.3		XM_017934250.1			
OG0015276			XM_012316619.3		XM_017934067.1			
OG0015277			XM_012316674.3		XM_017936088.1			
OG0015278			XM_012316725.3		XM_017941158.1			
OG0015279			XM_012316806.3		XM_017941126.1			
OG0015280			XM_012316953.3		XM_017932403.1			
OG0015281			XM_012316991.3		XM_017937412.1			
OG0015282			XM_012317278.3		XM_017940856.1			
OG0015283			XM_012317374.3		XM_017938033.1			
OG0015284			XM_012317456.3		XM_017943746.1			
OG0015285			XM_012317466.3		XM_017943533.1			
OG0015286			XM_012317485.3	Caust.v2_013937-RB				
OG0015287			XM_012317644.3	Caust.v2_013546-RA				
OG0015288			XM_012317664.3	Caust.v2_010350-RB				
OG0015289			XM_012317977.3		XM_017933049.1			
OG0015290			XM_012317983.3	Caust.v2_015356-RA				
OG0015291			XM_012318333.3		XM_017936038.1			
OG0015292			XM_012318472.3		XM_017941972.1			
OG0015293			XM_012318560.3		XM_017934578.1			
OG0015294			XM_012318596.3		XM_017934901.1			
OG0015295			XM_012318967.3		XM_017941005.1			
OG0015296			XM_012318995.1, XM_048414183.1					
OG0015297			XM_012319012.3, XR_007223407.1					
OG0015298			XM_012319349.3		XM_017933540.1			
OG0015299			XM_012319835.1, XM_048412146.1					
OG0015300			XM_012320076.2		XM_017935091.1			
OG0015301			XM_012320090.2, XM_048414181.1					
OG0015302			XM_012320127.2, XM_048413899.1					
OG0015303			XM_012320310.2, XM_048410383.1					
OG0015304			XM_012320509.3	Caust.v2_010931-RA				
OG0015305			XM_012320706.3		XM_017932849.1			
OG0015306			XM_012320919.3		XM_017943538.1			
OG0015307			XM_012321075.3		XM_017934339.1			
OG0015308			XM_020862744.2, XR_007223855.1					
OG0015309			XM_020862931.2	Caust.v2_011384-RA				
OG0015310			XM_020863143.2		XM_017933127.1			
OG0015311			XM_020863220.2		XM_017933132.1			
OG0015312			XM_020863399.2	Caust.v2_019803-RA				
OG0015313			XM_020863826.2, XR_007224637.1					
OG0015314			XM_020864093.2		XM_017943806.1			
OG0015315			XM_020864316.2		XM_017935955.1			
OG0015316			XM_020864563.2		XM_017938884.1			
OG0015317			XM_020864595.2		XM_017941859.1			
OG0015318			XM_020864780.2, XM_048408482.1					
OG0015319			XM_020864911.2		XM_017939010.1			
OG0015320			XM_020865002.2		XM_017942463.1			
OG0015321			XM_020865533.2, XM_048409952.1					
OG0015322			XM_020865671.2		XM_017942424.1			
OG0015323			XM_020865952.2		XM_017939554.1			
OG0015324			XM_020866136.2, XR_007226153.1					
OG0015325			XM_020866524.2, XR_007226392.1					
OG0015326			XM_020866655.2, XM_020866659.2					
OG0015327			XM_020866731.2		XM_017932256.1			
OG0015328			XM_020866803.2	Caust.v2_010164-RA				
OG0015329			XM_020866956.2		XM_017940389.1			
OG0015330			XM_020866968.2, XR_007226493.1					
OG0015331			XM_020867064.2	Caust.v2_002324-RA				
OG0015332			XM_020867065.2		XM_017939285.1			
OG0015333			XM_020867127.2		XM_017941351.1			
OG0015334			XM_020867181.2		XM_017934872.1			
OG0015335			XM_020867465.2		XM_017936507.1			
OG0015336			XM_020867648.2		XM_017939807.1			
OG0015337			XM_020868520.2		XM_017932645.1			
OG0015338			XM_020868566.2		XM_017933814.1			
OG0015339			XM_020868599.2		XM_017933865.1			
OG0015340			XM_048404410.1, XR_007223436.1					
OG0015341			XM_048405479.1		XM_017932879.1			
OG0015342			XM_048405624.1, XM_048405625.1					
OG0015343			XM_048405660.1		XM_017939582.1			
OG0015344			XM_048405886.1, XM_048406013.1					
OG0015345			XM_048406010.1, XM_048406021.1					
OG0015346			XM_048406016.1		XM_017940582.1			
OG0015347			XM_048406241.1		XM_017936648.1			
OG0015348			XM_048406311.1, XR_007224233.1					
OG0015349			XM_048406338.1	Caust.v2_017692-RA				
OG0015350			XM_048406557.1	Caust.v2_010080-RA				
OG0015351			XM_048406559.1		XM_017941989.1			
OG0015352			XM_048406564.1		XM_017937695.1			
OG0015353			XM_048406568.1		XM_017941904.1			
OG0015354			XM_048406569.1	Caust.v2_012675-RA				
OG0015355			XM_048406778.1		XM_017933583.1			
OG0015356			XM_048406789.1		XM_017943481.1			
OG0015357			XM_048406810.1, XR_007224412.1					
OG0015358			XM_048406977.1, XM_048406978.1					
OG0015359			XM_048407071.1		XM_017932283.1			
OG0015360			XM_048407129.1		XM_017936176.1			
OG0015361			XM_048407233.1	Caust.v2_006900-RA				
OG0015362			XM_048407339.1		XM_017938818.1			
OG0015363			XM_048407528.1		XM_017936927.1			
OG0015364			XM_048407630.1, XR_007224777.1					
OG0015365			XM_048407635.1, XM_048411053.1					
OG0015366			XM_048407645.1	Caust.v2_017195-RA				
OG0015367			XM_048408062.1	Caust.v2_007207-RA				
OG0015368			XM_048408303.1, XR_007225031.1					
OG0015369			XM_048408421.1, XR_001099071.3					
OG0015370			XM_048408528.1		XM_017934090.1			
OG0015371			XM_048408702.1		XM_017943991.1			
OG0015372			XM_048408735.1		XM_017943953.1			
OG0015373			XM_048408957.1, XR_007225214.1					
OG0015374			XM_048408969.1		XM_017943966.1			
OG0015375			XM_048409096.1		XM_017937039.1			
OG0015376			XM_048409318.1, XR_007225439.1					
OG0015377			XM_048409446.1				XM_039456203.1	
OG0015378			XM_048409597.1		XM_017935551.1			
OG0015379			XM_048409741.1, XR_007225600.1					
OG0015380			XM_048409746.1		XM_017939899.1			
OG0015381			XM_048409951.1, XM_048410473.1					
OG0015382			XM_048410117.1	Caust.v2_004860-RA				
OG0015383			XM_048410353.1		XM_017934783.1			
OG0015384			XM_048410558.1		XM_017933778.1			
OG0015385			XM_048411247.1, XM_048411328.1					
OG0015386			XM_048411590.1		XM_017942953.1			
OG0015387			XM_048411594.1, XM_048413859.1					
OG0015388			XM_048411728.1		XM_017942189.1			
OG0015389			XM_048411776.1	Caust.v2_017426-RA				
OG0015390			XM_048411819.1		XM_017937144.1			
OG0015391			XM_048411887.1, XR_007226306.1					
OG0015392			XM_048412030.1, XR_007223356.1					
OG0015393			XM_048412074.1, XR_002308407.2					
OG0015394			XM_048412374.1		XM_017939258.1			
OG0015395			XM_048412375.1		XM_017938064.1			
OG0015396			XM_048412380.1, XR_007226474.1					
OG0015397			XM_048412652.1, XR_007226553.1					
OG0015398			XM_048412653.1		XM_017941073.1			
OG0015399			XM_048412709.1, XR_007226568.1					
OG0015400			XM_048412764.1		XM_017943826.1			
OG0015401			XM_048412770.1, XM_048412771.1					
OG0015402			XM_048412986.1, XM_048412988.1					
OG0015403			XM_048413243.1		XM_017935712.1			
OG0015404			XM_048413477.1		XM_017931959.1			
OG0015405			XM_048413625.1		XM_017933096.1			
OG0015406			XM_048413684.1, XR_007223672.1					
OG0015407			XM_048414008.1	Caust.v2_009189-RA				
OG0015408			XM_048414144.1, XM_048414164.1					
OG0015409			XM_048414179.1, XR_007226212.1					
OG0015410			XM_048414502.1		XM_017937213.1			
OG0015411			XM_048414728.1		XM_017932676.1			
OG0015412			XR_001099164.3, XR_002308905.2					
OG0015413			XR_001099189.3, XR_007225786.1					
OG0015414			XR_001099198.3, XR_001099199.3					
OG0015415			XR_001099276.3	Caust.v2_020530-RA				
OG0015416			XR_001099501.3, XR_007227459.1					
OG0015417			XR_001099512.3, XR_001099513.3					
OG0015418			XR_001099751.3, XR_007227769.1					
OG0015419			XR_002307832.2, XR_007224702.1					
OG0015420			XR_002308211.2, XR_007224000.1					
OG0015421			XR_002308217.2, XR_002308218.2					
OG0015422			XR_002308268.2, XR_007225939.1					
OG0015423			XR_002308495.2, XR_007226903.1					
OG0015424			XR_002308506.2	Caust.v2_005226-RA				
OG0015425			XR_002308553.2, XR_007226316.1					
OG0015426			XR_002308555.2, XR_002308561.2					
OG0015427			XR_002308683.2, XR_007223539.1					
OG0015428			XR_002308783.2, XR_007226936.1					
OG0015429			XR_002308864.2, XR_007226715.1					
OG0015430			XR_002308983.2		XR_001891407.1			
OG0015431			XR_007223366.1, XR_007223367.1					
OG0015432			XR_007223522.1, XR_007223523.1					
OG0015433			XR_007223856.1	Caust.v2_011750-RA				
OG0015434			XR_007223944.1					XR_006941774.1
OG0015435			XR_007224072.1		XM_017935393.1			
OG0015436			XR_007224105.1, XR_007224110.1					
OG0015437			XR_007224608.1, XR_007224616.1					
OG0015438			XR_007224659.1, XR_007224697.1					
OG0015439			XR_007224756.1			XR_001382119.1		
OG0015440			XR_007224870.1	Caust.v2_010096-RA				
OG0015441			XR_007224931.1	Caust.v2_009823-RA				
OG0015442			XR_007224944.1	Caust.v2_007210-RA				
OG0015443			XR_007224990.1		XM_017934900.1			
OG0015444			XR_007225055.1				XM_039452863.1	
OG0015445			XR_007225256.1				XM_011168206.3	
OG0015446			XR_007225261.1, XR_007225263.1					
OG0015447			XR_007225267.1	Caust.v2_007541-RA				
OG0015448			XR_007225387.1, XR_007227675.1					
OG0015449			XR_007225495.1, XR_007227500.1					
OG0015450			XR_007225498.1	Caust.v2_015860-RA				
OG0015451			XR_007225564.1, XR_007225565.1					
OG0015452			XR_007225579.1, XR_007225580.1					
OG0015453			XR_007225739.1				XR_005575860.1	
OG0015454			XR_007225742.1, XR_007226769.1					
OG0015455			XR_007225800.1				XR_005575103.1	
OG0015456			XR_007225897.1, XR_007225898.1					
OG0015457			XR_007225903.1, XR_007225904.1					
OG0015458			XR_007225983.1, XR_007227461.1					
OG0015459			XR_007226002.1		XM_017939460.1			
OG0015460			XR_007226106.1	Caust.v2_000151-RA				
OG0015461			XR_007226120.1				XR_005575888.1	
OG0015462			XR_007226172.1		XM_017932234.1			
OG0015463			XR_007226177.1	Caust.v2_001584-RA				
OG0015464			XR_007226318.1	Caust.v2_006817-RA				
OG0015465			XR_007226357.1		XM_017942196.1			
OG0015466			XR_007226436.1, XR_007226437.1					
OG0015467			XR_007226552.1				XM_026137451.2	
OG0015468			XR_007226592.1					XR_006943400.1
OG0015469			XR_007226604.1, XR_007226608.1					
OG0015470			XR_007226892.1			XM_014743570.1		
OG0015471			XR_007227019.1	Caust.v2_018860-RA				
OG0015472			XR_007227167.1, XR_007227168.1					
OG0015473			XR_007227265.1, XR_007227266.1					
OG0015474			XR_007227541.1, XR_007227542.1					
OG0015475			XR_007227684.1	Caust.v2_015269-RA				
OG0015476			XR_007227732.1			XR_001382072.1		
OG0015477			XR_007227747.1	Caust.v2_016371-RA				
OG0015478			XR_007227820.1, XR_007227822.1					
OG0015479			XR_007227828.1	Caust.v2_015459-RA				
OG0015480				Caust.v2_017681-RA, Caust.v2_017682-RA				
OG0015481				Caust.v2_016888-RA, Caust.v2_021948-RA				
OG0015482				Caust.v2_015550-RA, Caust.v2_016599-RA				
OG0015483				Caust.v2_016568-RA, Caust.v2_018329-RA				
OG0015484				Caust.v2_019468-RA, Caust.v2_020021-RA				
OG0015485				Caust.v2_019469-RA, Caust.v2_020022-RA				
OG0015486				Caust.v2_004265-RA, Caust.v2_020608-RA				
OG0015487				Caust.v2_011695-RA, Caust.v2_016758-RA				
OG0015488				Caust.v2_010069-RA, Caust.v2_021325-RA				
OG0015489				Caust.v2_010074-RA, Caust.v2_017753-RA				
OG0015490				Caust.v2_009281-RA, Caust.v2_019833-RA				
OG0015491				Caust.v2_021760-RA, Caust.v2_022536-RA				
OG0015492				Caust.v2_012982-RA, Caust.v2_012983-RA				
OG0015493				Caust.v2_012986-RA, Caust.v2_012987-RA				
OG0015494				Caust.v2_018735-RA, Caust.v2_018982-RA				
OG0015495				Caust.v2_013216-RA, Caust.v2_016670-RA				
OG0015496				Caust.v2_013194-RA, Caust.v2_017632-RA				
OG0015497				Caust.v2_010218-RA, Caust.v2_018723-RA				
OG0015498				Caust.v2_007103-RG, Caust.v2_021208-RA				
OG0015499				Caust.v2_016239-RA, Caust.v2_018176-RA				
OG0015500				Caust.v2_007796-RA, Caust.v2_020008-RA				
OG0015501				Caust.v2_008904-RA, Caust.v2_018225-RA				
OG0015502				Caust.v2_005779-RA, Caust.v2_019662-RA				
OG0015503				Caust.v2_016277-RA, Caust.v2_018497-RA				
OG0015504				Caust.v2_014767-RA, Caust.v2_019581-RA				
OG0015505				Caust.v2_006029-RA, Caust.v2_006031-RA				
OG0015506				Caust.v2_006021-RA, Caust.v2_018084-RA				
OG0015507				Caust.v2_006022-RA, Caust.v2_018085-RA				
OG0015508				Caust.v2_014335-RA, Caust.v2_014336-RA				
OG0015509				Caust.v2_001170-RA, Caust.v2_019714-RA				
OG0015510				Caust.v2_006779-RA, Caust.v2_021983-RA				
OG0015511				Caust.v2_013059-RA, Caust.v2_017803-RA				
OG0015512				Caust.v2_010692-RC, Caust.v2_019273-RA				
OG0015513				Caust.v2_009267-RA, Caust.v2_010697-RA				
OG0015514				Caust.v2_010688-RA, Caust.v2_022648-RA				
OG0015515				Caust.v2_003743-RA	XM_017940436.1			
OG0015516				Caust.v2_003733-RA, Caust.v2_020788-RA				
OG0015517				Caust.v2_003708-RA, Caust.v2_019263-RA				
OG0015518				Caust.v2_002911-RA, Caust.v2_004418-RA				
OG0015519				Caust.v2_021863-RA		XR_001381347.1		
OG0015520				Caust.v2_012822-RA, Caust.v2_012823-RA				
OG0015521				Caust.v2_012816-RA, Caust.v2_017103-RA				
OG0015522				Caust.v2_015139-RA, Caust.v2_018136-RA				
OG0015523				Caust.v2_015142-RA, Caust.v2_017411-RA				
OG0015524				Caust.v2_016503-RA, Caust.v2_019119-RA				
OG0015525				Caust.v2_017703-RA, Caust.v2_017704-RA				
OG0015526				Caust.v2_009640-RA, Caust.v2_021499-RA				
OG0015527				Caust.v2_007672-RA, Caust.v2_007673-RA				
OG0015528				Caust.v2_007655-RA	XM_017943083.1			
OG0015529				Caust.v2_005238-RA, Caust.v2_018592-RA				
OG0015530				Caust.v2_005239-RA, Caust.v2_018591-RA				
OG0015531				Caust.v2_007461-RA, Caust.v2_017932-RA				
OG0015532				Caust.v2_007229-RB, Caust.v2_010429-RA				
OG0015533				Caust.v2_005456-RA, Caust.v2_022640-RA				
OG0015534				Caust.v2_010535-RA, Caust.v2_019417-RA				
OG0015535				Caust.v2_016023-RA, Caust.v2_016569-RA				
OG0015536				Caust.v2_016022-RA, Caust.v2_016572-RA				
OG0015537				Caust.v2_019477-RA, Caust.v2_019522-RA				
OG0015538				Caust.v2_019476-RA, Caust.v2_019523-RA				
OG0015539				Caust.v2_014655-RA			XM_039455719.1	
OG0015540				Caust.v2_014649-RA, Caust.v2_018184-RA				
OG0015541				Caust.v2_012018-RA, Caust.v2_019142-RA				
OG0015542				Caust.v2_012016-RA, Caust.v2_012017-RA				
OG0015543				Caust.v2_010368-RA, Caust.v2_020286-RA				
OG0015544				Caust.v2_011666-RB, Caust.v2_011667-RA				
OG0015545				Caust.v2_011669-RA, Caust.v2_018394-RA				
OG0015546				Caust.v2_003539-RA, Caust.v2_003542-RA				
OG0015547				Caust.v2_003556-RA, Caust.v2_016843-RA				
OG0015548				Caust.v2_003538-RA, Caust.v2_020243-RA				
OG0015549				Caust.v2_003557-RA, Caust.v2_016844-RA				
OG0015550				Caust.v2_003524-RA, Caust.v2_017758-RA				
OG0015551				Caust.v2_003560-RA, Caust.v2_016847-RA				
OG0015552				Caust.v2_003558-RA, Caust.v2_016845-RA				
OG0015553				Caust.v2_003589-RA, Caust.v2_020472-RA				
OG0015554				Caust.v2_003580-RA, Caust.v2_022542-RA				
OG0015555				Caust.v2_003587-RA			XM_011167424.3	
OG0015556				Caust.v2_003521-RA, Caust.v2_017756-RA				
OG0015557				Caust.v2_003520-RA, Caust.v2_017755-RA				
OG0015558				Caust.v2_007853-RA, Caust.v2_007854-RA				
OG0015559				Caust.v2_007842-RA, Caust.v2_018087-RA				
OG0015560				Caust.v2_008746-RA, Caust.v2_008747-RD				
OG0015561				Caust.v2_014474-RA	XM_017943782.1			
OG0015562				Caust.v2_009382-RA, Caust.v2_018279-RA				
OG0015563				Caust.v2_020406-RA, Caust.v2_021664-RA				
OG0015564				Caust.v2_003690-RA, Caust.v2_021225-RA				
OG0015565				Caust.v2_006598-RA, Caust.v2_019840-RA				
OG0015566				Caust.v2_004069-RA, Caust.v2_016347-RA				
OG0015567				Caust.v2_017184-RB, Caust.v2_019640-RA				
OG0015568				Caust.v2_011489-RA, Caust.v2_021037-RA				
OG0015569				Caust.v2_011485-RA, Caust.v2_020555-RA				
OG0015570				Caust.v2_011484-RA, Caust.v2_020554-RA				
OG0015571				Caust.v2_015037-RA, Caust.v2_017922-RA				
OG0015572				Caust.v2_015038-RA, Caust.v2_017923-RA				
OG0015573				Caust.v2_008596-RA, Caust.v2_008597-RA				
OG0015574				Caust.v2_008591-RA, Caust.v2_021888-RA				
OG0015575				Caust.v2_018619-RA		XM_014754965.1		
OG0015576				Caust.v2_015703-RA, Caust.v2_022336-RA				
OG0015577				Caust.v2_003038-RA, Caust.v2_016268-RA				
OG0015578				Caust.v2_010549-RA, Caust.v2_015111-RA				
OG0015579				Caust.v2_003614-RA, Caust.v2_020975-RA				
OG0015580				Caust.v2_016645-RA, Caust.v2_017879-RA				
OG0015581				Caust.v2_008493-RA, Caust.v2_011572-RA				
